OTUID,Domain,Phylum,Class,Order,Family,Genus,Species
21326f01d335218aef95473ca84b0ab8,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,uncultured,
7e9e53d44c13652545c16734c4f4dd73,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Synechococcales_Incertae_Sedis,Schizothrix_LEGE_07164,uncultured_bacterium
2448e4d975c4d05ef1444eb8cce14da6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albirhodobacter,
888b6ef05f12c72e604faa8c6085d32f,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured,uncultured_organism
298eaa991c75ff4c7717da08f693f16a,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,
fa2e7d91bfb1441ff1f8e269bf1315ef,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_marine
d6d151894a0b9a7aedf3a691ab8ce609,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,uncultured_bacterium
512156e968455edd1159bfb5ac9e4a80,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,uncultured_bacterium
8f65954001f5f3b5c796f752a1f5d9ea,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured_Crocinitomix
cec83773be6e9752ecea5e838d062420,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,uncultured_Verrucomicrobiaceae
3b1b28baa55f9ae028a52226ef0c348c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5)_clade,
3f321f8340f10565317b7ee2b935f1b8,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,uncultured_sediment
55b230a4e21b1e1b6537543701704bf4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured_bacterium
4adfbf949b51f686fb245a6cb335cdbb,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,uncultured_delta
8995d75358d3cd5bd57ea9e198f3af0f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,
e35a8af772b2f8f721ab46342c3dbbfa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,,
34667f84b1fb87ee55ba195e2685a2b8,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,uncultured_Bacteroidetes
30675375b154185769d66ce11f50d694,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,,
c5a3a4a57b976b5356c2b1451432f838,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
0b54d1ded3f3dbf7f041e4a385a1ec25,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,
fa078f402c21d967df0f3b5dcd7dd0a6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,Paraglaciecola_arctica
b439bc38addf0a4584b0bb87b9144334,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured_Anaerolineaceae
cbd1bbe5110853b17b6a49ec949917cd,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured_deep-sea
e3f2d61c5c7d8687f9b4606bcc50f569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,
62057d4566b8121e99ee7372d384b4bb,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_rhizophila
627686cc418acadff34dce2d82c0013b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
45ec0cb0c3240ff33541789c45d167a8,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
7cc2f1fe098f2cff1183f0e70560c8b4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
11b9273437589a19b5eec554e198da7d,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,
bd7af66c81ab30abfe5d1ab5cd3e530f,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,Holophaga_sp.
5a914bf169fc6701458737649f50dc6a,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,uncultured,uncultured,uncultured_bacterium
7fd49010afc1bd2138677a55c775d4fe,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,uncultured_organism
9dbcbdbed901cc529e6af2ddbdebaa36,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured_bacterium
0196435a27093d4a53ce635e6d9b8e29,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,uncultured,
f4fcd52fe04799a74c13b65d8387a22f,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
23f8a687f6e6dd65a0c2f66a18de1665,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,uncultured_marine
61e3e884dd16c0de184d61cec544293f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
bfd75329e7ca495f85bc4919c894cff1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
a7cde752c74c3af451640910a5caf0db,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured_bacterium
454c2b5c5dae90797e5da6d3e0f26e6b,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,
4a985eb8781d873628087065d5833c17,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum,uncultured_Alphaproteobacteria
03dc2d391a36307787d3b4a7c5a1f61a,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured_bacterium
33a4fb4969ba95eca16821744725f3e1,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured_bacterium
f7818afb45e7c7b267b30d17bf9077ac,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
a9377a6cada667d226c57a3d180fbbd7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,uncultured_bacterium
9dff57b9cddc0d3053b51a3d40536787,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
8cb49747018156feff4afa730f26af16,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
c51c78c24dca00b7d9a4d6fd97680b40,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,
f1c1c324e1a8a949eb70c50c196f1413,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,metagenome
eb2609207d6abf1e7ad4ea31efbc9e8d,Bacteria,Firmicutes,,,,,
7e2f19dab1934b6c2931b6238bc2e232,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio_tapetis
e565d3b55b6144121f357333f77a3f44,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,
2b352e05e4842b70798fbbe35e334591,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7_clade,uncultured_gamma
90eaefb85b1c2cc3e9a0e291f38eb992,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium,uncultured_bacterium
c1ea03ab27c650b216eab82ea5ebfb3b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
1b521c2605b7fad62f98e638506fc974,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,
5658e253ef25dcec92a7e98c9dd3861a,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Sva0081_sediment_group,uncultured_delta
7fc64cd10b70adec44c4a73fdb7d4295,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter_marinus
48f52cf511943a511e156d79cb905b7b,Bacteria,Proteobacteria,,,,,
3b09fde8dda5833fa42647646d013e7a,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_Pirellula
371c46ba593eee099e71601a216c187e,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas,
102b78b93bc4b1a3a383cabeefad04ae,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_organism
1334f9ed7de7e00dcd29b9007b9a2fd5,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_planctomycete
9269c67fe0570adcceee36e2eb062b84,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_planctomycete
d55daaefa78454f2011986a42a968c89,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
4257916dcdb245fab52be1f31c05cf99,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter_gangjinensis
a30f62d19ef365991b25b89899b5d274,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Aliikangiella,uncultured_bacterium
c519a855704fc6cb9d6a0e7362e54c0b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,
3fc87dc797e621c9dc192e98c574c380,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
1284134f85d9549ed1e297e51ec1860b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Sphingobacterium
0564c1b27168c07171903d44f701a76c,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea_sp.
45ec8c7dbb03304c8611c66be1e3efa5,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured_hydrocarbon
d107c555b0fad3d1ce636c358297cc92,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,
41d29e9de512b623ded12fdc39ed4c57,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,uncultured_bacterium
b7a8b615b99d4b2fce86ad9c0eb2ec89,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
32e0aba3d11b8850f2268b44e964022a,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,uncultured_bacterium
dcdf69c65a488acc49e6502962886f1f,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,uncultured,
ebc195707afc3a9a7a280e980717d330,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas,Algimonas_ampicilliniresistens
ea33a9d059d1add9a07f79daab2f380a,Bacteria,Proteobacteria,Gammaproteobacteria,D90,D90,D90,uncultured_gamma
b8f50a61ec5747f8623a029370922086,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,
ad96b3c12d7f8e7564d3cb9173dc9936,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_bacterium
eb3101bcc837a9635498437b09552d6b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
8d81e9226e171b102efe3b10276bb8fc,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
d9541aac36aee64ce2b8ec3d44ffc474,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
7233582247b1e899950029b03c1fcc1d,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_bacterium
b6027d90150459355f58b95362deb304,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,uncultured,Arcobacter_sp.
b658b42e8286ef338871d71d15950d5f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Psychrobium,Psychrobium_conchae
ebfb03f902a2d82452bb5b100b148c47,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios,uncultured_gamma
7a71f67fa869a4770c3e099f54366601,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,uncultured_Rhodobacteraceae
f73191eaf3ab352e706127c15bf24e93,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,
890037db57b8a6073d3f033352a15b2e,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,marine_metagenome
25dcc64d504fac1f0deecb6abd426585,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa_PCC-7319,Stanieria_sp.
5960f8666140ac35382a202de7d5fb3c,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,
2606d49259e1da08731e494bcbb8fb3d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,bacterium_SS9.17
5be90b42c36660b28382fb263d04842c,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured_bacterium
e975f45abeae217eb68532dc48612d31,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrionaceae,uncultured_gamma
c24893b61b75c477e6b440442703063d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tamlana,Tamlana_sp.
a42ef677b26559c557e0333c758a3ae5,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,uncultured,
d53bad3421bee71f193fd40dc616dc08,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured_bacterium
8319209b14ef4e5b6cf2c5f4a098218b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,C1-B045,uncultured_gamma
63a6b5cd339c3af421d305e89fc56ef4,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,uncultured_bacterium
d1b5797cf2efc5474ea0e814cc0d830b,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,uncultured_bacterium
41ac5edefeb5b2085403d756a59d2739,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,uncultured,uncultured,uncultured_bacterium
df773c91d769936fa0ec4800c787dfb4,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,uncultured_gamma
d47934aa2a3ba5cda5256b5707e76516,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacteriaceae_bacterium
436a85276a164cdb14a736d9d0d0fa1c,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,uncultured_bacterium
b077d38f8fa5277fb6ddf11ae146565d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
cf2d9a629a9c41f1bdee4ed96b9fc593,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,
7fc591a35feceebedf87198e169954fa,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,SEEP-SRB4,uncultured_bacterium
0ffc00137003ffc5029dd7652318f6df,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
14ad78ef5a9b3d782061598e8e9fabb7,Bacteria,Acidobacteriota,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,uncultured_bacterium
b6583e4fd1a1b275f776424b5da152f0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,,
929fd0761c54da65a8f3b18204de9bd1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Sphingobacterium
a6711c61f4f31fc0b66206b169d10219,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
9fd471e20b57c11bf1e94b99b3079f3a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,uncultured_bacterium
52baf94ea1f62e6fd750c1d1c982fada,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
e5d421f76a28ab76732a6736065be71b,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,uncultured,uncultured_Planctomyces
2426e876049160cfcd661340a6b7530e,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera_sp.
40961881662dd961211ab82025a061af,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
113318ba5ec5009811cd7faefa25bb6f,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Candidatus_Bacilloplasma,
0725dd2bb8a6a4811e00bd941404c260,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella,
fafb28b83740f975b9c261590ef0b0b9,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,uncultured_Chloroflexi
afdf0ad36828e7fb9856cc1f3e636781,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
9a2a8f069534e4cfba55ac2b04785d30,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,
d9065b5a7b690cc6c3fdef845519604b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,uncultured,uncultured_bacterium
73424dfb2ebac3001ddf2d59e081a5cf,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
08600730ecf575a0f39d3d5ee70ad2ec,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,uncultured_bacterium
b8a0b15618523f339fb5ea359d83ed4a,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,uncultured_bacterium
98b2048f992a5a7176772abf4e3c3aec,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
4de6bfa58fc1bdcbf3de5956f598777a,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,,
6bdf5760006b73a345f6df7c468560c6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
78ce183e081bbdea04f04a57ac00ec9c,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira,
568936095e72410199af187e6c27379c,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
3fbdd94f32501dc4e8e929550c50cbc9,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,
1f8541575f9252b924840894350f6a71,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,uncultured_bacterium
e3649b3070624b3ac5d5e4fd82fc0173,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
c18e0a021487e351caedaa7efa0472f2,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
cf7028715887e03b33eb6d62ebe98d16,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,Aminicenantales,Aminicenantales,uncultured_Aminicenantes
a3767b2d85845099911e5f298d55fd1f,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,
9ba7bb78fb44bf7379fdf92a72c7c5ff,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,
8cd10148409d52d23eecb7fc320adc15,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,uncultured,uncultured_marine
bb5c97823d83caf377a71a06e99bf6dc,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,microbial_mat
088c2ad4e11e9c01f74fa337c47c58a5,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,PB19,uncultured_bacterium
5ba95322b412a416f526695706d69cec,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,Portibacter_lacus
ce337e2b3b8475870972d44ac131c2cb,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured_Acidobacteriaceae
c647d328719f201cb139b497b75931e8,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_marine
1e1943e54f4c0dc7c91eaf319793ef6b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
26baf09824b819c72c21c0cffc8529df,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,
f2ec968a72264c935ba69b4d56cb88fd,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,,
c2de22e0dca994f81c9ca896ac6aa9a0,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,uncultured_proteobacterium
06205fbab6994491c1f220a1a0c3dd9c,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa_PCC-7319,Stanieria_sp.
ec8bc55403dab046062579d8d149064d,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrionaceae,uncultured_bacterium
96183a015d7f46ca15b39b589872e278,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera,uncultured_bacterium
a4d61cefae7a45e312aaf41c1c3d0a98,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured,
7039355244d360efdd643b0c8126de27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,
f5172aa20138575025b375d326626c68,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
4ece9064f4724d4a0328c616d9a22ef5,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,uncultured_bacterium
8b55d11570f28e2402bea944eb59edd4,Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,uncultured_bacterium
4e9038d4d1d5b61b6d48896cfbbca91c,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
660f17624ecde0a810d6c21e2824c625,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,
74527953b18d6c567fd25268263c3db0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured_Crocinitomix
3bdfc3f5a2c95b50beb6b86fa7336486,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,uncultured_deep-sea
8632c46943b6370a0a5123b5eb3ea560,Bacteria,Proteobacteria,Gammaproteobacteria,WN-HWB-116,WN-HWB-116,WN-HWB-116,uncultured_bacterium
8844e4b7e4b551156569490b687caf03,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,
87157d23c99f618b971f14acd0f5d28c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,
ea0abc54f711ce44a738059d0e36a5ea,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,
59fa1ffc1c332a859c93895e7224da01,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,uncultured_Bacteroidetes
c6a24ef5f0eff8a1366115b5ee90e303,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter,uncultured_bacterium
54e69c3e1b20e9f883aa27b71777b03a,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
ee7b830127d2f231f785fba5aaed96b9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,uncultured,uncultured_gamma
5b530fe6fe3764d0c501b8838b3a3f17,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,
09c61d4ea5ba080354b552df2dc22971,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,uncultured,uncultured_delta
